name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,bias_initializer,beta_regularizer,activity_regularizer,momentum,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
bn3b_branch2c,BatchNormalization,"(None, 28, 28, 512)","(None, 28, 28, 512)",res3b_branch2c,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_5,Add,"[(None, 28, 28, 512), (None, 28, 28, 512)]","(None, 28, 28, 512)",bn3b_branch2c/activation_13,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_16,Activation,"(None, 28, 28, 512)","(None, 28, 28, 512)",add_5,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res3c_branch2a,Conv2D,"(None, 28, 28, 512)","(None, 28, 28, 128)",activation_16,65664,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn3c_branch2a,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",res3c_branch2a,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_17,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",bn3c_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res3c_branch2b,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 128)",activation_17,147584,128,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn3c_branch2b,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",res3c_branch2b,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_18,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",bn3c_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res3c_branch2c,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 512)",activation_18,66048,512,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn3c_branch2c,BatchNormalization,"(None, 28, 28, 512)","(None, 28, 28, 512)",res3c_branch2c,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_6,Add,"[(None, 28, 28, 512), (None, 28, 28, 512)]","(None, 28, 28, 512)",bn3c_branch2c/activation_16,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_19,Activation,"(None, 28, 28, 512)","(None, 28, 28, 512)",add_6,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res3d_branch2a,Conv2D,"(None, 28, 28, 512)","(None, 28, 28, 128)",activation_19,65664,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn3d_branch2a,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",res3d_branch2a,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_20,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",bn3d_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res3d_branch2b,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 128)",activation_20,147584,128,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn3d_branch2b,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",res3d_branch2b,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_21,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",bn3d_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res3d_branch2c,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 512)",activation_21,66048,512,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn3d_branch2c,BatchNormalization,"(None, 28, 28, 512)","(None, 28, 28, 512)",res3d_branch2c,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_7,Add,"[(None, 28, 28, 512), (None, 28, 28, 512)]","(None, 28, 28, 512)",bn3d_branch2c/activation_19,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_22,Activation,"(None, 28, 28, 512)","(None, 28, 28, 512)",add_7,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4a_branch2a,Conv2D,"(None, 28, 28, 512)","(None, 14, 14, 256)",activation_22,131328,256,"(1, 1)",linear,valid,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4a_branch2a,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4a_branch2a,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_23,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4a_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4a_branch2b,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 256)",activation_23,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4a_branch2b,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4a_branch2b,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_24,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4a_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4a_branch2c,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 1024)",activation_24,263168,1024,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
res4a_branch1,Conv2D,"(None, 28, 28, 512)","(None, 14, 14, 1024)",activation_22,525312,1024,"(1, 1)",linear,valid,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4a_branch2c,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4a_branch2c,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
bn4a_branch1,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4a_branch1,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_8,Add,"[(None, 14, 14, 1024), (None, 14, 14, 1024)]","(None, 14, 14, 1024)",bn4a_branch2c/bn4a_branch1,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_25,Activation,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",add_8,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4b_branch2a,Conv2D,"(None, 14, 14, 1024)","(None, 14, 14, 256)",activation_25,262400,256,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4b_branch2a,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4b_branch2a,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_26,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4b_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4b_branch2b,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 256)",activation_26,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4b_branch2b,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4b_branch2b,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_27,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4b_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4b_branch2c,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 1024)",activation_27,263168,1024,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4b_branch2c,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4b_branch2c,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_9,Add,"[(None, 14, 14, 1024), (None, 14, 14, 1024)]","(None, 14, 14, 1024)",bn4b_branch2c/activation_25,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_28,Activation,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",add_9,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4c_branch2a,Conv2D,"(None, 14, 14, 1024)","(None, 14, 14, 256)",activation_28,262400,256,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4c_branch2a,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4c_branch2a,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_29,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4c_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4c_branch2b,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 256)",activation_29,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4c_branch2b,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4c_branch2b,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_30,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4c_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4c_branch2c,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 1024)",activation_30,263168,1024,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4c_branch2c,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4c_branch2c,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_10,Add,"[(None, 14, 14, 1024), (None, 14, 14, 1024)]","(None, 14, 14, 1024)",bn4c_branch2c/activation_28,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_31,Activation,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",add_10,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4d_branch2a,Conv2D,"(None, 14, 14, 1024)","(None, 14, 14, 256)",activation_31,262400,256,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4d_branch2a,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4d_branch2a,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_32,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4d_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4d_branch2b,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 256)",activation_32,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4d_branch2b,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4d_branch2b,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_33,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4d_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4d_branch2c,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 1024)",activation_33,263168,1024,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4d_branch2c,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4d_branch2c,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_11,Add,"[(None, 14, 14, 1024), (None, 14, 14, 1024)]","(None, 14, 14, 1024)",bn4d_branch2c/activation_31,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_34,Activation,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",add_11,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4e_branch2a,Conv2D,"(None, 14, 14, 1024)","(None, 14, 14, 256)",activation_34,262400,256,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4e_branch2a,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4e_branch2a,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_35,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4e_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4e_branch2b,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 256)",activation_35,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4e_branch2b,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4e_branch2b,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_36,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4e_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4e_branch2c,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 1024)",activation_36,263168,1024,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4e_branch2c,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4e_branch2c,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_12,Add,"[(None, 14, 14, 1024), (None, 14, 14, 1024)]","(None, 14, 14, 1024)",bn4e_branch2c/activation_34,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_37,Activation,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",add_12,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4f_branch2a,Conv2D,"(None, 14, 14, 1024)","(None, 14, 14, 256)",activation_37,262400,256,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4f_branch2a,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4f_branch2a,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_38,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4f_branch2a,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4f_branch2b,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 256)",activation_38,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4f_branch2b,BatchNormalization,"(None, 14, 14, 256)","(None, 14, 14, 256)",res4f_branch2b,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_39,Activation,"(None, 14, 14, 256)","(None, 14, 14, 256)",bn4f_branch2b,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
res4f_branch2c,Conv2D,"(None, 14, 14, 256)","(None, 14, 14, 1024)",activation_39,263168,1024,"(1, 1)",linear,valid,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)",,,
bn4f_branch2c,BatchNormalization,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",res4f_branch2c,4096,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
add_13,Add,"[(None, 14, 14, 1024), (None, 14, 14, 1024)]","(None, 14, 14, 1024)",bn4f_branch2c/activation_37,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
activation_40,Activation,"(None, 14, 14, 1024)","(None, 14, 14, 1024)",add_13,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
