name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,bias_initializer,beta_regularizer,activity_regularizer,momentum,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
conv2d_6,Conv2D,"(None, 16, 16, 64)","(None, 8, 8, 128)",add_2,73856,128,"(3, 3)",linear,same,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_6,BatchNormalization,"(None, 8, 8, 128)","(None, 8, 8, 128)",conv2d_6,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_5,Activation,"(None, 8, 8, 128)","(None, 8, 8, 128)",batch_normalization_6,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_7,Conv2D,"(None, 8, 8, 128)","(None, 8, 8, 128)",activation_5,147584,128,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
conv2d_8,Conv2D,"(None, 16, 16, 64)","(None, 8, 8, 128)",add_2,8320,128,"(1, 1)",linear,valid,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_7,BatchNormalization,"(None, 8, 8, 128)","(None, 8, 8, 128)",conv2d_7,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
batch_normalization_8,BatchNormalization,"(None, 8, 8, 128)","(None, 8, 8, 128)",conv2d_8,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_6,Activation,"(None, 8, 8, 128)","(None, 8, 8, 128)",batch_normalization_7,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_3,Add,"[(None, 8, 8, 128), (None, 8, 8, 128)]","(None, 8, 8, 128)",batch_normalization_8/activation_6,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_9,Conv2D,"(None, 8, 8, 128)","(None, 8, 8, 128)",add_3,147584,128,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_9,BatchNormalization,"(None, 8, 8, 128)","(None, 8, 8, 128)",conv2d_9,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_7,Activation,"(None, 8, 8, 128)","(None, 8, 8, 128)",batch_normalization_9,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_10,Conv2D,"(None, 8, 8, 128)","(None, 8, 8, 128)",activation_7,147584,128,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_10,BatchNormalization,"(None, 8, 8, 128)","(None, 8, 8, 128)",conv2d_10,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_8,Activation,"(None, 8, 8, 128)","(None, 8, 8, 128)",batch_normalization_10,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_4,Add,"[(None, 8, 8, 128), (None, 8, 8, 128)]","(None, 8, 8, 128)",add_3/activation_8,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_11,Conv2D,"(None, 8, 8, 128)","(None, 4, 4, 256)",add_4,295168,256,"(3, 3)",linear,same,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_11,BatchNormalization,"(None, 4, 4, 256)","(None, 4, 4, 256)",conv2d_11,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_9,Activation,"(None, 4, 4, 256)","(None, 4, 4, 256)",batch_normalization_11,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_12,Conv2D,"(None, 4, 4, 256)","(None, 4, 4, 256)",activation_9,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
conv2d_13,Conv2D,"(None, 8, 8, 128)","(None, 4, 4, 256)",add_4,33024,256,"(1, 1)",linear,valid,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_12,BatchNormalization,"(None, 4, 4, 256)","(None, 4, 4, 256)",conv2d_12,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
batch_normalization_13,BatchNormalization,"(None, 4, 4, 256)","(None, 4, 4, 256)",conv2d_13,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_10,Activation,"(None, 4, 4, 256)","(None, 4, 4, 256)",batch_normalization_12,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_5,Add,"[(None, 4, 4, 256), (None, 4, 4, 256)]","(None, 4, 4, 256)",batch_normalization_13/activation_10,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_14,Conv2D,"(None, 4, 4, 256)","(None, 4, 4, 256)",add_5,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_14,BatchNormalization,"(None, 4, 4, 256)","(None, 4, 4, 256)",conv2d_14,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_11,Activation,"(None, 4, 4, 256)","(None, 4, 4, 256)",batch_normalization_14,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_15,Conv2D,"(None, 4, 4, 256)","(None, 4, 4, 256)",activation_11,590080,256,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_15,BatchNormalization,"(None, 4, 4, 256)","(None, 4, 4, 256)",conv2d_15,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_12,Activation,"(None, 4, 4, 256)","(None, 4, 4, 256)",batch_normalization_15,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_6,Add,"[(None, 4, 4, 256), (None, 4, 4, 256)]","(None, 4, 4, 256)",add_5/activation_12,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_16,Conv2D,"(None, 4, 4, 256)","(None, 2, 2, 512)",add_6,1180160,512,"(3, 3)",linear,same,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_16,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_16,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_13,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_16,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_17,Conv2D,"(None, 2, 2, 512)","(None, 2, 2, 512)",activation_13,2359808,512,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
conv2d_18,Conv2D,"(None, 4, 4, 256)","(None, 2, 2, 512)",add_6,131584,512,"(1, 1)",linear,valid,"(2, 2)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_17,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_17,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
batch_normalization_18,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_18,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_14,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_17,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_7,Add,"[(None, 2, 2, 512), (None, 2, 2, 512)]","(None, 2, 2, 512)",batch_normalization_18/activation_14,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_19,Conv2D,"(None, 2, 2, 512)","(None, 2, 2, 512)",add_7,2359808,512,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_19,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_19,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_15,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_19,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_20,Conv2D,"(None, 2, 2, 512)","(None, 2, 2, 512)",activation_15,2359808,512,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_20,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_20,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_16,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_20,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_8,Add,"[(None, 2, 2, 512), (None, 2, 2, 512)]","(None, 2, 2, 512)",add_7/activation_16,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
batch_normalization_21,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",add_8,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_17,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_21,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
global_average_pooling2d_1,GlobalAveragePooling2D,"(None, 2, 2, 512)","(None, 512)",activation_17,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
dense_1,Dense,"(None, 512)","(None, 10)",global_average_pooling2d_1,5130,,,softmax,,,,10,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,,,,,
