name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,function_type,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,arguments,bias_initializer,beta_regularizer,output_shape,momentum,output_shape_type,function,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,activity_regularizer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
conv2d_178,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_177,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_178,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_178,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_178,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_178,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_176,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_3_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_179,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_178,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_176,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_176,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_179,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_179,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_176,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_176,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_179,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_179,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_4_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_176/activation_179,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_4_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_4_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_4,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_3_ac/block8_4_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_4_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_4,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_181,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_4_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_181,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_181,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_181,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_181,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_182,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_181,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_182,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_182,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_182,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_182,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_180,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_4_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_183,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_182,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_180,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_180,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_183,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_183,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_180,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_180,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_183,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_183,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_5_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_180/activation_183,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_5_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_5_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_5,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_4_ac/block8_5_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_5_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_5,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_185,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_5_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_185,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_185,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_185,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_185,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_186,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_185,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_186,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_186,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_186,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_186,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_184,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_5_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_187,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_186,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_184,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_184,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_187,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_187,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_184,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_184,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_187,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_187,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_6_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_184/activation_187,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_6_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_6_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_6,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_5_ac/block8_6_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_6_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_6,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_189,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_6_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_189,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_189,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_189,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_189,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_190,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_189,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_190,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_190,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_190,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_190,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_188,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_6_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_191,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_190,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_188,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_188,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_191,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_191,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_188,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_188,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_191,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_191,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_7_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_188/activation_191,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_7_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_7_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_7,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_6_ac/block8_7_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_7_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_7,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_193,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_7_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_193,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_193,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_193,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_193,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_194,Conv2D,"(None, 5, 5, 192)","(None, 5, 5, 224)",activation_193,129024,224,"(1, 3)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_194,BatchNormalization,"(None, 5, 5, 224)","(None, 5, 5, 224)",conv2d_194,672,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_194,Activation,"(None, 5, 5, 224)","(None, 5, 5, 224)",batch_normalization_194,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_192,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_7_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2d_195,Conv2D,"(None, 5, 5, 224)","(None, 5, 5, 256)",activation_194,172032,256,"(3, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
batch_normalization_192,BatchNormalization,"(None, 5, 5, 192)","(None, 5, 5, 192)",conv2d_192,576,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
batch_normalization_195,BatchNormalization,"(None, 5, 5, 256)","(None, 5, 5, 256)",conv2d_195,768,,,,,,,,,True,,,3,False,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,,0.99,,,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,,True,,,,,,
activation_192,Activation,"(None, 5, 5, 192)","(None, 5, 5, 192)",batch_normalization_192,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activation_195,Activation,"(None, 5, 5, 256)","(None, 5, 5, 256)",batch_normalization_195,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_8_mixed,Concatenate,"[(None, 5, 5, 192), (None, 5, 5, 256)]","(None, 5, 5, 448)",activation_192/activation_195,0,,,,,,,,,True,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
block8_8_conv,Conv2D,"(None, 5, 5, 448)","(None, 5, 5, 2080)",block8_8_mixed,933920,2080,"(1, 1)",linear,same,"(1, 1)",,,,True,,True,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
block8_8,Lambda,"[(None, 5, 5, 2080), (None, 5, 5, 2080)]","(None, 5, 5, 2080)",block8_7_ac/block8_8_conv,0,,,,,,,,,True,lambda,,,,,,,,{'scale': 0.2},,,"(5, 5, 2080)",,raw,"(u'YwIAAAACAAAAAwAAAFNgAQBzFAAAAHwAAGQBABl8AABkAgAZfAEAFBdTKAMAAABOaQAAAABpAQAA\nACgAAAAAKAIAAAB0BgAAAGlucHV0c3QFAAAAc2NhbGUoAAAAACgAAAAAc3oAAAAvVXNlcnMva2Fu\nZ3N1amluL0RvY3VtZW50cy9TVUpJTi9JLVNVUkYgcHJvamVjdC92ZW52L2xpYi9weXRob24yLjcv\nc2l0ZS1wYWNrYWdlcy9rZXJhc19hcHBsaWNhdGlvbnMvaW5jZXB0aW9uX3Jlc25ldF92Mi5weXQI\nAAAAPGxhbWJkYT6qAAAAdAAAAAA=\n', None, None)",,,,,,,,,,,,,,
block8_8_ac,Activation,"(None, 5, 5, 2080)","(None, 5, 5, 2080)",block8_8,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_197,Conv2D,"(None, 5, 5, 2080)","(None, 5, 5, 192)",block8_8_ac,399360,192,"(1, 1)",linear,same,"(1, 1)",,,,True,,False,,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
