name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,bias_initializer,beta_regularizer,momentum,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,activity_regularizer,beta_initializer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
input_3,InputLayer,"(None, 224, 224, 3)","(None, 224, 224, 3)",,0,,,,,,,,float32,,,,,,,,,,,,,,,,,,,,,,,,False,
zero_padding2d_1,ZeroPadding2D,"(None, 224, 224, 3)","(None, 230, 230, 3)",input_3,0,,,,"((3, 3), (3, 3))",,,,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
conv1/conv,Conv2D,"(None, 230, 230, 3)","(None, 112, 112, 64)",zero_padding2d_1,9408,64,"(7, 7)",linear,valid,"(2, 2)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv1/bn,BatchNormalization,"(None, 112, 112, 64)","(None, 112, 112, 64)",conv1/conv,256,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv1/relu,Activation,"(None, 112, 112, 64)","(None, 112, 112, 64)",conv1/bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
zero_padding2d_2,ZeroPadding2D,"(None, 112, 112, 64)","(None, 114, 114, 64)",conv1/relu,0,,,,"((1, 1), (1, 1))",,,,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
pool1,MaxPooling2D,"(None, 114, 114, 64)","(None, 56, 56, 64)",zero_padding2d_2,0,,,,valid,"(2, 2)","(3, 3)",,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
conv2_block1_0_bn,BatchNormalization,"(None, 56, 56, 64)","(None, 56, 56, 64)",pool1,256,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block1_0_relu,Activation,"(None, 56, 56, 64)","(None, 56, 56, 64)",conv2_block1_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block1_1_conv,Conv2D,"(None, 56, 56, 64)","(None, 56, 56, 128)",conv2_block1_0_relu,8192,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block1_1_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block1_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block1_1_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block1_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block1_2_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 32)",conv2_block1_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block1_concat,Concatenate,"[(None, 56, 56, 64), (None, 56, 56, 32)]","(None, 56, 56, 96)",pool1/conv2_block1_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv2_block2_0_bn,BatchNormalization,"(None, 56, 56, 96)","(None, 56, 56, 96)",conv2_block1_concat,384,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block2_0_relu,Activation,"(None, 56, 56, 96)","(None, 56, 56, 96)",conv2_block2_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block2_1_conv,Conv2D,"(None, 56, 56, 96)","(None, 56, 56, 128)",conv2_block2_0_relu,12288,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block2_1_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block2_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block2_1_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block2_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block2_2_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 32)",conv2_block2_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block2_concat,Concatenate,"[(None, 56, 56, 96), (None, 56, 56, 32)]","(None, 56, 56, 128)",conv2_block1_concat/conv2_block2_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv2_block3_0_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block2_concat,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block3_0_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block3_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block3_1_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block3_0_relu,16384,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block3_1_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block3_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block3_1_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block3_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block3_2_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 32)",conv2_block3_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block3_concat,Concatenate,"[(None, 56, 56, 128), (None, 56, 56, 32)]","(None, 56, 56, 160)",conv2_block2_concat/conv2_block3_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv2_block4_0_bn,BatchNormalization,"(None, 56, 56, 160)","(None, 56, 56, 160)",conv2_block3_concat,640,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block4_0_relu,Activation,"(None, 56, 56, 160)","(None, 56, 56, 160)",conv2_block4_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block4_1_conv,Conv2D,"(None, 56, 56, 160)","(None, 56, 56, 128)",conv2_block4_0_relu,20480,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block4_1_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block4_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block4_1_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block4_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block4_2_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 32)",conv2_block4_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block4_concat,Concatenate,"[(None, 56, 56, 160), (None, 56, 56, 32)]","(None, 56, 56, 192)",conv2_block3_concat/conv2_block4_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv2_block5_0_bn,BatchNormalization,"(None, 56, 56, 192)","(None, 56, 56, 192)",conv2_block4_concat,768,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block5_0_relu,Activation,"(None, 56, 56, 192)","(None, 56, 56, 192)",conv2_block5_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block5_1_conv,Conv2D,"(None, 56, 56, 192)","(None, 56, 56, 128)",conv2_block5_0_relu,24576,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block5_1_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block5_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block5_1_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block5_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block5_2_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 32)",conv2_block5_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block5_concat,Concatenate,"[(None, 56, 56, 192), (None, 56, 56, 32)]","(None, 56, 56, 224)",conv2_block4_concat/conv2_block5_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv2_block6_0_bn,BatchNormalization,"(None, 56, 56, 224)","(None, 56, 56, 224)",conv2_block5_concat,896,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block6_0_relu,Activation,"(None, 56, 56, 224)","(None, 56, 56, 224)",conv2_block6_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block6_1_conv,Conv2D,"(None, 56, 56, 224)","(None, 56, 56, 128)",conv2_block6_0_relu,28672,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block6_1_bn,BatchNormalization,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block6_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv2_block6_1_relu,Activation,"(None, 56, 56, 128)","(None, 56, 56, 128)",conv2_block6_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2_block6_2_conv,Conv2D,"(None, 56, 56, 128)","(None, 56, 56, 32)",conv2_block6_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv2_block6_concat,Concatenate,"[(None, 56, 56, 224), (None, 56, 56, 32)]","(None, 56, 56, 256)",conv2_block5_concat/conv2_block6_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
pool2_bn,BatchNormalization,"(None, 56, 56, 256)","(None, 56, 56, 256)",conv2_block6_concat,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
pool2_relu,Activation,"(None, 56, 56, 256)","(None, 56, 56, 256)",pool2_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
pool2_conv,Conv2D,"(None, 56, 56, 256)","(None, 56, 56, 128)",pool2_relu,32768,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
pool2_pool,AveragePooling2D,"(None, 56, 56, 128)","(None, 28, 28, 128)",pool2_conv,0,,,,valid,"(2, 2)","(2, 2)",,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
conv3_block1_0_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",pool2_pool,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block1_0_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block1_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block1_1_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block1_0_relu,16384,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block1_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block1_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block1_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block1_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block1_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block1_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block1_concat,Concatenate,"[(None, 28, 28, 128), (None, 28, 28, 32)]","(None, 28, 28, 160)",pool2_pool/conv3_block1_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block2_0_bn,BatchNormalization,"(None, 28, 28, 160)","(None, 28, 28, 160)",conv3_block1_concat,640,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block2_0_relu,Activation,"(None, 28, 28, 160)","(None, 28, 28, 160)",conv3_block2_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block2_1_conv,Conv2D,"(None, 28, 28, 160)","(None, 28, 28, 128)",conv3_block2_0_relu,20480,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block2_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block2_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block2_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block2_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block2_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block2_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block2_concat,Concatenate,"[(None, 28, 28, 160), (None, 28, 28, 32)]","(None, 28, 28, 192)",conv3_block1_concat/conv3_block2_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block3_0_bn,BatchNormalization,"(None, 28, 28, 192)","(None, 28, 28, 192)",conv3_block2_concat,768,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block3_0_relu,Activation,"(None, 28, 28, 192)","(None, 28, 28, 192)",conv3_block3_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block3_1_conv,Conv2D,"(None, 28, 28, 192)","(None, 28, 28, 128)",conv3_block3_0_relu,24576,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block3_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block3_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block3_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block3_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block3_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block3_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block3_concat,Concatenate,"[(None, 28, 28, 192), (None, 28, 28, 32)]","(None, 28, 28, 224)",conv3_block2_concat/conv3_block3_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block4_0_bn,BatchNormalization,"(None, 28, 28, 224)","(None, 28, 28, 224)",conv3_block3_concat,896,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block4_0_relu,Activation,"(None, 28, 28, 224)","(None, 28, 28, 224)",conv3_block4_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block4_1_conv,Conv2D,"(None, 28, 28, 224)","(None, 28, 28, 128)",conv3_block4_0_relu,28672,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block4_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block4_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block4_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block4_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block4_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block4_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block4_concat,Concatenate,"[(None, 28, 28, 224), (None, 28, 28, 32)]","(None, 28, 28, 256)",conv3_block3_concat/conv3_block4_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block5_0_bn,BatchNormalization,"(None, 28, 28, 256)","(None, 28, 28, 256)",conv3_block4_concat,1024,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block5_0_relu,Activation,"(None, 28, 28, 256)","(None, 28, 28, 256)",conv3_block5_0_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block5_1_conv,Conv2D,"(None, 28, 28, 256)","(None, 28, 28, 128)",conv3_block5_0_relu,32768,128,"(1, 1)",linear,valid,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block5_1_bn,BatchNormalization,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block5_1_conv,512,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
conv3_block5_1_relu,Activation,"(None, 28, 28, 128)","(None, 28, 28, 128)",conv3_block5_1_bn,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv3_block5_2_conv,Conv2D,"(None, 28, 28, 128)","(None, 28, 28, 32)",conv3_block5_1_relu,36864,32,"(3, 3)",linear,same,"(1, 1)",,,,True,False,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'uniform', 'scale': 1.0, 'seed': None, 'mode': 'fan_avg'}}",,,,,,,,channels_last,"(1, 1)",,,
conv3_block5_concat,Concatenate,"[(None, 28, 28, 256), (None, 28, 28, 32)]","(None, 28, 28, 288)",conv3_block4_concat/conv3_block5_2_conv,0,,,,,,,,,True,,3,,,,,,,,,,,,,,,,,,,,,,
conv3_block6_0_bn,BatchNormalization,"(None, 28, 28, 288)","(None, 28, 28, 288)",conv3_block5_concat,1152,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,1.001e-05,,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
